"X","Brand","Name","Sticker","Year","KM","Fuel","CV","Transmission","One_owner","Location","Length","Width","Height","Weight","Trunk","Tank","Vmax","X0to100","Consumption","Emissions","Keys_num","Extras_num","Price","Antiguitat","Ratio_Pot_Pes","Tram_KM","Preu_per_CV","Depreciacio_Anual","Preu_per_KM"
629,"KIA","KIA Rio","C",2016,22197,"Gasolina",84,"MANUAL","True","Toledo",4.05,1.72,1.46,1127,923,"-",167,13.4,5,115,2,5,12300,9,0.0745341614906832,"20k-50k",146.428571428571,1366.66666666667,0.554128936342749
630,"Volvo","Volvo V60 Cross Country","C",2016,139072,"Diésel",150,"MANUAL","False","Madrid",4.64,1.87,1.55,1712,1241,"-",205,9.1,4.2,111,2,5,15500,9,0.0876168224299065,"100k-200k",103.333333333333,1722.22222222222,0.11145306028532
631,"Citroën","Citroën ë-C4","0_EMISIONES",2022,8667,"Eléctrico",136,"AUTO","False","Barcelona",4.36,1.8,1.52,1616,1250,"-",NA,10.1342105263158,NA,NA,2,5,23500,3,0.0841584158415842,"0-20k",172.794117647059,7833.33333333333,2.71143417560863
632,"Mazda","Mazda CX-5","C",2017,147271,"Diésel",175,"AUTO","False","Madrid",4.55,1.84,1.68,1535,1620,"-",206,9.5,5.8,152,2,5,21800,8,0.11400651465798,"100k-200k",124.571428571429,2725,0.148026427470446
633,"Nissan","Nissan JUKE","C",2016,85733,"Diésel",110,"MANUAL","False","Madrid",4.14,1.77,1.57,1305,1189,"-",175,11.2,4,104,2,5,15450,9,0.0842911877394636,"50k-100k",140.454545454545,1716.66666666667,0.180210654007208
634,"Audi","Audi A1","C",2017,124032,"Gasolina",95,"MANUAL","True","Madrid",3.97,1.74,1.42,1110,920,"-",186,10.9,4.3,98,2,5,15450,8,0.0855855855855856,"100k-200k",162.631578947368,1931.25,0.124564628482972
635,"Suzuki","Suzuki Grand Vitara","C",2011,84785,"Gasolina",106,"MANUAL","False","Madrid",3.87,1.81,1.7,1407,964,"-",160,14.4,8.2,195,2,5,9900,14,0.0753375977256574,"50k-100k",93.3962264150943,707.142857142857,0.116765937370997
636,"Mercedes","Mercedes Sprinter","B",2008,154950,"Diésel",109,"MANUAL","False","Cádiz",5.91,1.99,2.82,2045,NA,"-",NA,8.24174757281553,NA,NA,1,5,17990,17,0.0533007334963325,"100k-200k",165.045871559633,1058.23529411765,0.116101968376896
637,"Jeep","Jeep Cherokee","B",2014,110605,"Diésel",140,"MANUAL","False","Madrid",4.62,1.86,1.67,1828,1267,"-",187,10.9,5.3,139,2,5,16490,11,0.0765864332603939,"100k-200k",117.785714285714,1499.09090909091,0.149089100854392
638,"Honda","Honda CR-V","C",2017,112872,"Diésel",120,"MANUAL","False","Málaga",4.61,1.82,1.69,1545,1669,"-",182,11.2,4.4,115,2,5,18900,8,0.0776699029126214,"100k-200k",157.5,2362.5,0.167446310865405
639,"BMW","BMW X1","C",2021,152024,"Diésel",116,"MANUAL","False","Córdoba",4.44,1.82,1.6,1555,1550,"-",190,11.5,4.9,129,2,5,17272,4,0.0745980707395498,"100k-200k",148.896551724138,4318,0.113613639951587
640,"KIA","KIA XCeed","C",2022,10550,"Gasolina",120,"MANUAL","True","Madrid",4.39,1.83,1.5,1347,1378,"-",186,11.5,6,136,2,5,22800,3,0.089086859688196,"0-20k",190,7600,2.16113744075829
641,"Seat","Seat León","C",2017,87038,"Gasolina",125,"MANUAL","True","Madrid",4.28,1.82,1.44,1233,1210,"-",203,9.1,5.2,120,2,5,17800,8,0.101378751013788,"50k-100k",142.4,2225,0.204508375652014
643,"Volvo","Volvo V60 Cross Country","ECO",2022,72673,"Híbrido",197,"AUTO","False","Murcia",4.78,1.89,1.5,1924,1441,"-",180,8.2,6,156,2,5,37500,3,0.102390852390852,"50k-100k",190.355329949239,12500,0.516010072516616
644,"Toyota","Toyota Auris","ECO",2015,94789,"Híbrido",136,"AUTO","False","Sevilla",4.6,1.76,1.49,1385,1658,"-",175,11.2,3.5,81,2,5,13900,10,0.0981949458483754,"50k-100k",102.205882352941,1390,0.146641487936364
645,"Renault","Renault Kangoo Combi","C",2016,145004,"Diésel",75,"MANUAL","False","Madrid",4.28,1.83,1.84,1320,NA,"-",150,4.3,112,NA,2,2,9750,9,0.0568181818181818,"100k-200k",130,1083.33333333333,0.0672395244269124
646,"Seat","Seat León","ECO",2019,97280,"GNC",130,"MANUAL","False","Sevilla",4.28,1.82,1.46,1301,NA,"-",206,10.1,98,NA,2,5,14900,6,0.0999231360491929,"50k-100k",114.615384615385,2483.33333333333,0.153166118421053
647,"Opel","Opel Astra","C",2018,53243,"Diésel",110,"MANUAL","False","Sevilla",4.37,1.81,1.49,1360,1210,"-",195,11,3.7,97,1,5,13800,7,0.0808823529411765,"50k-100k",125.454545454545,1971.42857142857,0.259189001371072
648,"Dacia","Dacia Sandero","C",2018,79149,"Gasolina",73,"MANUAL","True","Sevilla",4.07,1.73,1.52,970,1200,"-",158,16.7,5.3,120,2,5,8200,7,0.0752577319587629,"50k-100k",112.328767123288,1171.42857142857,0.10360206698758
649,"Renault","Renault Mégane","0_EMISIONES",2021,65441,"Híbrido Enchufable",160,"AUTO","False","Madrid",4.63,1.81,1.46,1603,1408,"-",178,9.8,46,NA,2,5,22300,4,0.099812850904554,"50k-100k",139.375,5575,0.340764963860577
650,"Dacia","Dacia Sandero","C",2020,24729,"Gasolina",100,"MANUAL","True","Badajoz",4.09,1.76,1.62,1040,1200,"-",168,17.5,6,134,2,5,14850,5,0.0961538461538462,"20k-50k",148.5,2970,0.600509523231833
651,"Nissan","Nissan QASHQAI","C",2016,73362,"Gasolina",115,"AUTO","False","Castellón",4.38,1.81,1.59,1332,1598,"-",173,12.9,5.8,133,2,5,15990,9,0.0863363363363363,"50k-100k",139.04347826087,1776.66666666667,0.217960251901529
652,"Audi","Audi Q3 Sportback","0_EMISIONES",2023,24660,"Híbrido Enchufable",245,"AUTO","False","Madrid",4.5,1.84,1.57,1815,1250,"-",210,7.3,1.9,50,2,5,48790,2,0.134986225895317,"20k-50k",199.142857142857,24395,1.97850770478508
653,"Toyota","Toyota Auris","C",2014,80922,"Gasolina",132,"MANUAL","True","Valencia",4.28,1.76,1.46,1190,NA,"-",200,10,5.9,138,2,5,12700,11,0.110924369747899,"50k-100k",96.2121212121212,1154.54545454545,0.156941252069894
654,"Citroën","Citroën C5 Aircross","C",2022,89098,"Diésel",131,"AUTO","False","Barcelona",4.5,1.97,1.69,1505,1630,"-",189,10.6,5.3,138,1,5,19256,3,0.0870431893687708,"50k-100k",146.992366412214,6418.66666666667,0.216121573997172
655,"KIA","KIA Carens","C",2018,51748,"Gasolina",135,"MANUAL","False","Valencia",4.53,1.81,1.61,1505,1694,"-",185,11.3,6.5,150,1,5,16200,7,0.0897009966777409,"50k-100k",120,2314.28571428571,0.313055577027131
656,"Hyundai","Hyundai i20","C",2020,69895,"Gasolina",84,"MANUAL","True","Madrid",4.04,1.73,1.47,1040,1017,"-",170,12.8,5.9,133,2,5,13500,5,0.0807692307692308,"50k-100k",160.714285714286,2700,0.193146863151871
657,"Mercedes","Mercedes Clase GLK","C",2009,150312,"Gasolina",272,"AUTO","False","Girona",4.53,1.84,1.69,1830,1550,"-",230,6.7,10.5,245,2,5,16700,16,0.148633879781421,"100k-200k",61.3970588235294,1043.75,0.111102240672734
658,"Ford","Ford Transit Courier","C",2017,126364,"Diésel",75,"MANUAL","False","Girona",4.16,1.76,1.75,1230,NA,"-",154,4,104,NA,2,5,10850,8,0.0609756097560976,"100k-200k",144.666666666667,1356.25,0.085863062264569
659,"KIA","KIA Sportage","ECO",2023,29897,"Híbrido",150,"AUTO","True","Vizcaya",4.51,1.87,1.65,1653,1751,"-",189,9.6,6.5,149,2,5,34990,2,0.0907441016333938,"20k-50k",233.266666666667,17495,1.17035154028832
661,"Mitsubishi","Mitsubishi Eclipse Cross","0_EMISIONES",2022,36392,"Híbrido Enchufable",188,"AUTO","True","Cádiz",4.55,1.81,1.69,1910,1153,"-",162,10.9,45,NA,2,5,27250,3,0.0984293193717277,"20k-50k",144.946808510638,9083.33333333333,0.74879094306441
662,"Mercedes","Mercedes Clase E","C",2016,53299,"Diésel",170,"MANUAL","False","Toledo",4.7,1.79,1.4,1725,NA,"-",235,8.5,4.6,118,2,5,26750,9,0.0985507246376812,"50k-100k",157.352941176471,2972.22222222222,0.501885588847821
663,"Peugeot","Peugeot Rifter","C",2020,70499,"Diésel",130,"AUTO","True","Madrid",4.4,1.85,1.82,1430,1355,"-",179,4.3,147,NA,2,5,23990,5,0.0909090909090909,"50k-100k",184.538461538462,4798,0.340288514730705
664,"Opel","Opel Zafira Tourer","C",2016,85713,"Gasolina",140,"MANUAL","False","Valencia",4.66,1.93,1.69,1628,1792,"-",202,10.7,6.1,144,1,5,13750,9,0.085995085995086,"50k-100k",98.2142857142857,1527.77777777778,0.160419072952761
665,"Mazda","Mazda CX-5","C",2020,70672,"Diésel",150,"MANUAL","True","Valencia",4.55,1.84,1.68,1655,1620,"-",204,9.9,5.7,151,1,5,26900,5,0.0906344410876133,"50k-100k",179.333333333333,5380,0.380631650441476
666,"Ford","Ford Puma","ECO",2024,67,"Híbrido",125,"AUTO","False","Málaga",4.21,1.81,1.54,1280,1161,"-",191,10,5.7,129,1,5,26700,1,0.09765625,"0-20k",213.6,26700,398.507462686567
667,"Fiat","Fiat Tipo","C",2018,84094,"Diésel",120,"MANUAL","True","Córdoba",4.57,1.79,1.51,1320,NA,"-",200,10.1,3.7,98,2,5,12990,7,0.0909090909090909,"50k-100k",108.25,1855.71428571429,0.154469997859538
668,"Citroën","Citroën Berlingo","C",2016,62124,"Diésel",120,"MANUAL","False","Barcelona",4.38,1.81,1.8,1398,NA,"-",176,4.4,115,NA,1,5,14750,9,0.0858369098712446,"50k-100k",122.916666666667,1638.88888888889,0.237428369068315
669,"Ford","Ford Focus","ECO",2020,74907,"Híbrido",125,"MANUAL","True","Madrid",4.4,1.83,1.48,1322,1320,"-",199,10,4.9,94,2,5,17990,5,0.094553706505295,"50k-100k",143.92,3598,0.240164470610223
670,"Ford","Ford Focus","C",2018,109386,"Gasolina",125,"MANUAL","True","Santander",4.36,1.82,1.47,1280,1262,"-",193,11,4.7,108,2,5,15300,7,0.09765625,"100k-200k",122.4,2185.71428571429,0.139871647194339
671,"Seat","Seat Tarraco","C",2020,88721,"Diésel",190,"AUTO","False","Madrid",4.74,1.84,1.67,1816,NA,"-",210,8,5.5,146,2,5,33500,5,0.104625550660793,"50k-100k",176.315789473684,6700,0.377588169655437
672,"Infiniti","Infiniti Q30","C",2019,41334,"Gasolina",122,"MANUAL","False","Ciudad Real",4.43,1.81,1.5,1432,NA,"-",200,9.4,7.3,166,2,5,18950,6,0.085195530726257,"20k-50k",155.327868852459,3158.33333333333,0.458460347413751
673,"Skoda","Skoda Scala","C",2021,52718,"Gasolina",150,"MANUAL","True","Vizcaya",4.36,1.79,1.47,1312,1410,"-",NA,5.7,NA,NA,2,5,18200,4,0.114329268292683,"50k-100k",121.333333333333,4550,0.345233127205129
674,"Peugeot","Peugeot 3008","C",2020,58320,"Diésel",130,"AUTO","False","Madrid",4.45,1.84,1.62,1430,1482,"-",189,11.5,4.1,135,1,5,25900,5,0.0909090909090909,"50k-100k",199.230769230769,5180,0.444101508916324
675,"BMW","BMW Serie 1","C",2017,129676,"Diésel",116,"MANUAL","False","Barcelona",4.33,1.77,1.44,1395,1200,"-",200,10.3,4,97,2,5,17990,8,0.0831541218637993,"100k-200k",155.086206896552,2248.75,0.138730374163299
676,"Opel","Opel Crossland X","C",2018,95719,"Gasolina",130,"MANUAL","False","Murcia",4.21,1.83,1.61,1274,1255,"-",206,9.1,5.1,116,2,5,11800,7,0.102040816326531,"50k-100k",90.7692307692308,1685.71428571429,0.123277510212184
677,"BMW","BMW Serie 1","C",2017,73815,"Diésel",116,"MANUAL","False","Almería",4.33,1.77,1.44,1395,1200,"-",200,10.3,3.7,97,2,5,18990,8,0.0831541218637993,"50k-100k",163.706896551724,2373.75,0.257264783580573
678,"Volkswagen","Volkswagen Polo","C",2019,119751,"Gasolina",80,"MANUAL","False","Málaga",4.05,1.75,1.46,1105,1125,"-",170,14.9,5.8,110,2,5,11990,6,0.0723981900452489,"100k-200k",149.875,1998.33333333333,0.100124424848227
679,"Audi","Audi A1","C",2019,42876,"Gasolina",116,"MANUAL","False","Córdoba",4.03,1.74,1.41,1180,1090,"-",203,9.5,4.9,111,2,5,21350,6,0.0983050847457627,"20k-50k",184.051724137931,3558.33333333333,0.497947569735983
680,"SsangYong","SsangYong Tivoli","C",2016,125996,"Diésel",115,"MANUAL","False","Murcia",4.2,1.8,1.59,1355,1115,"-",175,4.3,113,NA,2,5,13990,9,0.0848708487084871,"100k-200k",121.652173913043,1554.44444444444,0.111035270960983
681,"Hyundai","Hyundai Tucson","ECO",2024,8495,"Híbrido",150,"MANUAL","False","Valencia",4.5,1.87,1.65,1463,1756,"-",189,10.3,6.6,149,2,5,29750,1,0.102529049897471,"0-20k",198.333333333333,29750,3.50206003531489
682,"Volvo","Volvo XC40","0_EMISIONES",2022,23251,"Híbrido Enchufable",211,"AUTO","False","Badajoz",4.43,1.86,1.65,1741,1328,"-",180,8.5,1.8,45,1,5,34500,3,0.121194715680643,"20k-50k",163.507109004739,11500,1.48380714807965
683,"BYD","BYD Seal","0_EMISIONES",2024,3111,"Eléctrico",313,"AUTO","True","Madrid",4.8,1.88,1.46,2055,NA,"-",180,5.9,570,NA,2,5,44500,1,0.152311435523114,"0-20k",142.172523961661,44500,14.3040822886532
685,"Volkswagen","Volkswagen Polo","B",2006,108827,"Diésel",70,"MANUAL","True","Alicante",3.92,1.65,1.47,1089,1030,"-",164,14.6,4.5,122,2,1,5750,19,0.0642791551882461,"100k-200k",82.1428571428571,302.631578947368,0.052836152792965
686,"Mazda","Mazda Mazda3","C",2017,143315,"Diésel",150,"MANUAL","False","Alicante",4.47,1.8,1.47,1395,1263,"-",210,8.1,4.1,107,2,5,13850,8,0.10752688172043,"100k-200k",92.3333333333333,1731.25,0.0966402679412483
687,"Skoda","Skoda Octavia","C",2018,114182,"Gasolina",230,"MANUAL","False","Toledo",4.68,1.81,1.45,1420,1580,"-",250,6.7,6.5,149,2,5,24300,7,0.161971830985915,"100k-200k",105.652173913043,3471.42857142857,0.212818132455203
688,"BMW","BMW X2","C",2022,27329,"Gasolina",140,"AUTO","False","Badajoz",4.36,1.82,1.53,1470,1355,"-",205,9.6,5.6,129,1,5,24214,3,0.0952380952380952,"20k-50k",172.957142857143,8071.33333333333,0.886018515130447
689,"Volkswagen","Volkswagen T-Roc","C",2023,13914,"Gasolina",150,"AUTO","True","Madrid",4.24,1.82,1.58,1353,1290,"-",205,8.6,6.4,138,1,5,28350,2,0.110864745011086,"0-20k",189,14175,2.03751617076326
690,"Nissan","Nissan QASHQAI","B",2010,112324,"Diésel",106,"MANUAL","False","Alicante",4.33,1.78,1.62,1407,1513,"-",177,12.2,5.1,135,2,5,9800,15,0.0753375977256574,"100k-200k",92.4528301886792,653.333333333333,0.087247605142267
691,"Peugeot","Peugeot Rifter","C",2023,7342,"Diésel",130,"AUTO","True","Cádiz",4.4,1.85,1.82,1424,NA,"-",184,5.3,159,NA,2,5,31800,2,0.0912921348314607,"0-20k",244.615384615385,15900,4.33124489239989
692,"Mercedes","Mercedes Clase A","C",2020,36170,"Gasolina",163,"MANUAL","True","Alicante",4.42,1.8,1.44,1355,1195,"-",225,8.2,5.9,135,1,5,22438,5,0.12029520295203,"20k-50k",137.656441717791,4487.6,0.620348354990323
693,"Ford","Ford Kuga","C",2019,144482,"Diésel",120,"MANUAL","False","Alicante",4.52,1.84,1.75,1751,1603,"-",180,13.4,5.2,168,1,5,14800,6,0.0685322672758424,"100k-200k",123.333333333333,2466.66666666667,0.102434905386138
694,"Renault","Renault Kadjar","C",2017,101608,"Diésel",110,"MANUAL","False","Cáceres",4.45,1.84,1.61,1380,1478,"-",182,11.9,3.8,99,2,5,16700,8,0.0797101449275362,"100k-200k",151.818181818182,2087.5,0.164357137233289
695,"Toyota","Toyota C-HR","ECO",2017,106564,"Híbrido",122,"AUTO","True","Madrid",4.36,1.8,1.56,1495,1160,"-",170,11,3.8,87,2,5,18900,8,0.0816053511705686,"100k-200k",154.918032786885,2362.5,0.177358207274502
696,"KIA","KIA Ceed","C",2019,79922,"Gasolina",120,"MANUAL","True","Barcelona",4.31,1.8,1.45,1297,1291,"-",190,11.1,5.6,125,2,5,17390,6,0.0925212027756361,"50k-100k",144.916666666667,2898.33333333333,0.217587147468782
697,"Citroën","Citroën C5 Aircross","C",2020,58768,"Diésel",131,"MANUAL","True","Barcelona",4.5,1.97,1.69,1505,1630,"-",189,10.4,5.3,139,2,5,20450,5,0.0870431893687708,"50k-100k",156.106870229008,4090,0.347978491696161
698,"Citroën","Citroën C-Elysée","C",2020,95131,"Diésel",102,"MANUAL","True","Barcelona",4.42,1.75,1.47,1165,NA,"-",190,10.1,4.4,116,2,5,11900,5,0.0875536480686695,"50k-100k",116.666666666667,2380,0.125090664452176
699,"Volkswagen","Volkswagen Beetle","C",2013,57804,"Gasolina",105,"MANUAL","False","Madrid",4.28,1.81,1.49,1274,NA,"-",180,10.9,5.9,137,2,5,14350,12,0.0824175824175824,"50k-100k",136.666666666667,1195.83333333333,0.248252716075012
700,"Seat","Seat Ibiza","ECO",2019,75801,"GNC",90,"MANUAL","False","Barcelona",4.06,1.78,1.44,1257,NA,"-",180,12.1,5.1,92,2,5,12500,6,0.0715990453460621,"50k-100k",138.888888888889,2083.33333333333,0.164905476181053
702,"BMW","BMW X2","C",2022,11904,"Diésel",150,"MANUAL","False","Madrid",4.36,1.82,1.53,1575,1355,"-",207,9.3,4.9,130,1,5,25165,3,0.0952380952380952,"0-20k",167.766666666667,8388.33333333333,2.11399529569892
703,"Nissan","Nissan QASHQAI","ECO",2021,90736,"Híbrido",158,"AUTO","False","Badajoz",4.43,1.84,1.63,1511,1593,"-",199,9.2,6.6,145,1,5,20041,4,0.104566512243547,"50k-100k",126.841772151899,5010.25,0.220871539411039
704,"BMW","BMW X4","C",2017,148287,"Diésel",190,"AUTO","False","Toledo",4.67,1.88,1.62,1815,1400,"-",212,8,5.4,142,2,5,27650,8,0.104683195592287,"100k-200k",145.526315789474,3456.25,0.186462737798998
705,"Audi","Audi A4","ECO",2019,43190,"Diésel",163,"AUTO","False","Madrid",4.76,1.85,1.44,1615,1495,"-",210,8.5,5.2,101,1,5,23016,6,0.100928792569659,"20k-50k",141.20245398773,3836,0.53290113452188
707,"Mercedes","Mercedes Clase A","C",2020,81600,"Diésel",116,"MANUAL","False","Madrid",4.42,1.8,1.44,1425,1185,"-",202,10.6,4.6,120,2,5,21990,5,0.0814035087719298,"50k-100k",189.568965517241,4398,0.269485294117647
708,"Hyundai","Hyundai i20","C",2023,9610,"Gasolina",100,"MANUAL","True","Madrid",4.07,1.78,1.45,1065,1165,"-",188,10.4,5.3,121,2,5,18990,2,0.0938967136150235,"0-20k",189.9,9495,1.97606659729448
709,"DS","DS DS 5","C",2017,97635,"Diésel",150,"MANUAL","False","Córdoba",4.53,1.87,1.54,1537,NA,"-",210,9.8,4.1,113,2,5,16990,8,0.0975927130774236,"50k-100k",113.266666666667,2123.75,0.174015465765351
710,"Seat","Seat Ibiza","B",2015,16435,"Diésel",105,"MANUAL","False","Girona",4.06,1.69,1.45,1170,847,"-",188,10.5,NA,NA,1,5,11800,10,0.0897435897435897,"0-20k",112.380952380952,1180,0.717979920900517
711,"Dacia","Dacia Sandero","C",2023,13140,"Gasolina",110,"MANUAL","True","Badajoz",4.1,1.85,1.54,1096,1108,"-",172,12,5.5,125,2,5,17300,2,0.10036496350365,"0-20k",157.272727272727,8650,1.31659056316591
712,"RIMOR","RIMOR Luano Camp","C",2018,90857,"Diésel",131,"MANUAL","False","La Coruña",0,0,0,3000,NA,"-",NA,10.2,NA,NA,2,5,53990,7,0.0436666666666667,"50k-100k",412.137404580153,7712.85714285714,0.594230494073104
713,"Renault","Renault Scénic","C",2018,79710,"Diésel",110,"AUTO","False","Cáceres",4.41,1.87,1.65,1501,NA,"-",184,12.4,4,104,2,5,17990,7,0.0732844770153231,"50k-100k",163.545454545455,2570,0.225693137623887
715,"Seat","Seat León","C",2021,47239,"Gasolina",150,"MANUAL","False","Madrid",4.37,1.8,1.44,1330,NA,"-",217,8.7,5.7,131,2,5,23500,4,0.112781954887218,"20k-50k",156.666666666667,5875,0.497470310548488
716,"Iveco","Iveco Daily","C",2019,151019,"Diésel",156,"MANUAL","True","Ciudad Real",5.08,2.01,NA,2200,NA,"-",NA,8.3,NA,NA,2,1,19800,6,0.0709090909090909,"100k-200k",126.923076923077,3300,0.131109330614029
717,"Toyota","Toyota Auris","ECO",2017,41712,"Híbrido",136,"AUTO","False","Barcelona",4.33,1.76,1.48,1385,NA,"-",180,10.9,3.5,79,2,5,17990,8,0.0981949458483754,"20k-50k",132.279411764706,2248.75,0.431290755657844
718,"Toyota","Toyota Aygo","C",2018,105787,"Gasolina",69,"MANUAL","False","Barcelona",3.46,1.62,1.46,855,812,"-",160,14.2,4.1,95,2,5,10750,7,0.0807017543859649,"100k-200k",155.797101449275,1535.71428571429,0.101619291595376
719,"Peugeot","Peugeot Partner","C",2015,149685,"Diésel",100,"MANUAL","False","Barcelona",4.38,1.86,1.86,1320,NA,"-",166,4.3,113,NA,2,5,10990,10,0.0757575757575758,"100k-200k",109.9,1099,0.0734208504526172
720,"Peugeot","Peugeot 3008","C",2019,143837,"Diésel",130,"MANUAL","False","Madrid",4.45,1.84,1.62,1417,1482,"-",192,10.8,4.2,142,2,5,15700,6,0.0917431192660551,"100k-200k",120.769230769231,2616.66666666667,0.10915133102053
721,"SsangYong","SsangYong Kyron","B",2009,128421,"Diésel",138,"MANUAL","False","Sevilla",4.66,1.88,1.76,1770,NA,"-",174,7.3,195,NA,1,5,7300,16,0.0779661016949153,"100k-200k",52.8985507246377,456.25,0.0568442855919203
722,"Nissan","Nissan PULSAR","C",2016,76587,"Diésel",110,"MANUAL","True","Barcelona",4.39,1.77,1.52,1306,1385,"-",190,11.5,3.6,94,1,5,11990,9,0.0842266462480858,"50k-100k",109,1332.22222222222,0.156553984357659
723,"KIA","KIA Sportage","C",2024,312,"Híbrido",160,"MANUAL","True","Girona",4.51,1.87,1.65,1630,1751,"-",192,9.8,6.6,149,2,5,28990,1,0.098159509202454,"0-20k",181.1875,28990,92.9166666666667
724,"Mazda","Mazda CX-30","ECO",2019,84054,"Gasolina",122,"MANUAL","False","Barcelona",4.39,1.8,1.54,1320,NA,"-",186,10.6,6.2,141,2,5,20890,6,0.0924242424242424,"50k-100k",171.229508196721,3481.66666666667,0.248530706450615
726,"Volkswagen","Volkswagen Tiguan","C",2019,59948,"Gasolina",150,"AUTO","True","Navarra",4.49,1.84,1.65,1568,1655,"-",200,9.2,7.3,134,2,5,22231,6,0.0956632653061224,"50k-100k",148.206666666667,3705.16666666667,0.370838059651698
727,"BMW","BMW Serie 5","ECO",2020,88990,"Híbrido",190,"AUTO","True","Madrid",4.96,1.87,1.48,1670,NA,"-",235,7.2,4.8,127,2,5,37500,5,0.11377245508982,"50k-100k",197.368421052632,7500,0.421395662433981
729,"Opel","Opel Crossland X","C",2019,108452,"Diésel",102,"MANUAL","False","Castellón",4.21,1.77,1.61,1289,1255,"-",178,11.7,4,105,2,5,10661,6,0.0791311093871218,"100k-200k",104.519607843137,1776.83333333333,0.0983015527606683
730,"Mercedes","Mercedes Citan","C",2021,69440,"Diésel",95,"MANUAL","True","Castellón",4.32,1.83,1.82,1290,NA,"-",NA,8.24174757281553,NA,NA,2,5,12933,4,0.0736434108527132,"50k-100k",136.136842105263,3233.25,0.186247119815668
731,"Ford","Ford Tourneo Courier","C",2017,77000,"Gasolina",100,"MANUAL","False","Alicante",4.16,1.76,1.73,1190,1656,"-",173,12.3,5.2,120,1,5,12300,8,0.0840336134453782,"50k-100k",123,1537.5,0.15974025974026
732,"Volvo","Volvo S60","C",2016,96213,"Diésel",150,"MANUAL","False","Córdoba",4.64,1.87,1.48,1644,NA,"-",215,9,3.9,102,2,5,16990,9,0.0912408759124088,"50k-100k",113.266666666667,1887.77777777778,0.176587363454003
733,"Nissan","Nissan QASHQAI","C",2016,73104,"Diésel",110,"MANUAL","False","Valencia",4.38,1.81,1.59,1365,1598,"-",182,11.9,4,103,2,5,16490,9,0.0805860805860806,"50k-100k",149.909090909091,1832.22222222222,0.225569052309039
734,"Renault","Renault Captur","C",2024,2938,"Gasolina",90,"MANUAL","False","Córdoba",4.23,1.8,1.58,1201,1275,"-",168,14,6,132,2,5,20990,1,0.0749375520399667,"0-20k",233.222222222222,20990,7.14431586113002
735,"BMW","BMW Serie 2","C",2015,135686,"Diésel",190,"AUTO","False","Madrid",4.43,1.77,1.41,1610,NA,"-",225,7.5,4.4,116,2,5,22500,10,0.118012422360248,"100k-200k",118.421052631579,2250,0.165824034904117
736,"Peugeot","Peugeot 307","B",2006,198752,"Diésel",90,"MANUAL","False","Barcelona",4.42,1.76,1.54,1393,1675,"-",174,12.8,5,131,1,3,2900,19,0.0646087580760948,"100k-200k",32.2222222222222,152.631578947368,0.0145910481403961
